ID,age,gender,tenure,frequent,payment_interval,subscription_type,contract_length,after_interaction,support_needs
TRAIN_04921,19.0,M,8.0,24.0,1.0,vip,360,24.0,0
TRAIN_04922,56.0,M,21.0,26.0,25.0,plus,360,1.0,2
TRAIN_04923,47.0,M,57.0,1.0,8.0,plus,360,5.0,1
TRAIN_04924,51.0,M,41.0,23.0,23.0,plus,90,25.0,2
TRAIN_04925,36.0,M,38.0,1.0,28.0,vip,90,28.0,1
TRAIN_04926,57.0,M,48.0,4.0,23.0,plus,360,25.0,0
TRAIN_04927,38.0,M,48.0,30.0,8.0,vip,90,17.0,0
TRAIN_04928,25.0,F,55.0,22.0,5.0,member,360,1.0,0
TRAIN_04929,56.0,M,7.0,17.0,24.0,vip,360,29.0,2
TRAIN_04930,31.0,F,56.0,5.0,14.0,vip,360,9.0,0
TRAIN_04931,34.0,M,59.0,20.0,4.0,vip,90,24.0,0
TRAIN_04932,31.0,F,38.0,5.0,27.0,plus,30,12.0,1
TRAIN_04933,59.0,F,12.0,8.0,12.0,vip,90,22.0,0
TRAIN_04934,42.0,M,52.0,8.0,2.0,vip,360,19.0,1
TRAIN_04935,44.0,M,15.0,12.0,17.0,plus,90,24.0,1
TRAIN_04936,41.0,M,50.0,11.0,11.0,member,90,15.0,0
TRAIN_04937,49.0,M,49.0,25.0,24.0,member,90,22.0,2
TRAIN_04938,46.0,F,47.0,2.0,10.0,member,90,6.0,0
TRAIN_04939,38.0,F,41.0,1.0,7.0,vip,360,1.0,2
TRAIN_04940,64.0,M,18.0,21.0,7.0,vip,360,14.0,1
TRAIN_04941,45.0,F,10.0,29.0,1.0,plus,90,9.0,2
TRAIN_04942,21.0,F,30.0,14.0,26.0,vip,30,19.0,1
TRAIN_04943,20.0,F,29.0,2.0,10.0,member,360,8.0,0
TRAIN_04944,55.0,M,11.0,30.0,9.0,plus,90,15.0,1
TRAIN_04945,46.0,F,41.0,18.0,15.0,member,360,1.0,1
TRAIN_04946,47.0,M,35.0,27.0,6.0,vip,90,12.0,0
TRAIN_04947,48.0,M,8.0,2.0,12.0,vip,90,6.0,1
TRAIN_04948,47.0,F,17.0,14.0,10.0,member,90,30.0,2
TRAIN_04949,64.0,F,53.0,17.0,8.0,vip,90,21.0,0
TRAIN_04950,37.0,F,9.0,8.0,7.0,plus,360,7.0,0
TRAIN_04951,53.0,F,52.0,7.0,21.0,vip,30,6.0,2
TRAIN_04952,40.0,F,39.0,22.0,13.0,plus,360,8.0,0
TRAIN_04953,27.0,F,31.0,9.0,0.0,plus,30,11.0,1
TRAIN_04954,33.0,M,32.0,12.0,8.0,member,90,28.0,0
TRAIN_04955,31.0,M,10.0,13.0,22.0,member,90,7.0,2
TRAIN_04956,35.0,M,51.0,5.0,18.0,member,30,25.0,1
TRAIN_04957,49.0,M,40.0,13.0,22.0,plus,90,5.0,1
TRAIN_04958,39.0,M,19.0,25.0,14.0,vip,30,18.0,1
TRAIN_04959,41.0,F,36.0,3.0,2.0,plus,90,9.0,1
TRAIN_04960,19.0,F,15.0,13.0,8.0,vip,360,2.0,2
TRAIN_04961,24.0,F,39.0,14.0,13.0,member,90,2.0,0
TRAIN_04962,29.0,M,50.0,16.0,1.0,member,90,10.0,1
TRAIN_04963,49.0,F,38.0,13.0,4.0,plus,360,9.0,2
TRAIN_04964,26.0,M,39.0,13.0,23.0,plus,30,21.0,1
TRAIN_04965,33.0,M,7.0,15.0,18.0,plus,30,21.0,1
TRAIN_04966,58.0,F,33.0,20.0,18.0,plus,90,22.0,1
TRAIN_04967,31.0,F,54.0,14.0,20.0,vip,90,12.0,0
TRAIN_04968,52.0,M,27.0,21.0,23.0,vip,90,4.0,1
TRAIN_04969,21.0,M,55.0,1.0,13.0,vip,90,15.0,0
TRAIN_04970,33.0,M,49.0,5.0,4.0,plus,360,26.0,0
TRAIN_04971,20.0,F,54.0,28.0,0.0,plus,90,24.0,2
TRAIN_04972,19.0,F,4.0,21.0,19.0,vip,30,13.0,2
TRAIN_04973,29.0,M,16.0,29.0,4.0,member,90,19.0,0
TRAIN_04974,48.0,M,50.0,15.0,7.0,member,90,2.0,0
TRAIN_04975,48.0,F,6.0,18.0,14.0,vip,90,1.0,1
TRAIN_04976,23.0,F,37.0,3.0,9.0,vip,360,16.0,0
TRAIN_04977,31.0,M,47.0,7.0,25.0,member,30,21.0,1
TRAIN_04978,62.0,F,52.0,12.0,13.0,plus,30,20.0,2
TRAIN_04979,27.0,F,59.0,27.0,8.0,plus,90,1.0,0
TRAIN_04980,49.0,M,2.0,25.0,4.0,vip,90,8.0,2
TRAIN_04981,23.0,M,6.0,7.0,22.0,vip,90,18.0,1
TRAIN_04982,62.0,M,6.0,12.0,15.0,plus,30,3.0,2
TRAIN_04983,34.0,M,41.0,26.0,12.0,member,360,13.0,0
TRAIN_04984,26.0,F,31.0,15.0,6.0,vip,360,1.0,0
TRAIN_04985,37.0,F,9.0,22.0,2.0,member,90,19.0,0
TRAIN_04986,31.0,M,55.0,3.0,16.0,member,360,19.0,0
TRAIN_04987,57.0,M,6.0,20.0,12.0,vip,90,2.0,0
TRAIN_04988,48.0,M,55.0,1.0,15.0,member,90,10.0,1
TRAIN_04989,56.0,M,49.0,11.0,12.0,plus,30,13.0,2
TRAIN_04990,65.0,M,55.0,17.0,7.0,plus,90,27.0,2
TRAIN_04991,64.0,F,42.0,7.0,15.0,vip,30,20.0,2
TRAIN_04992,61.0,M,16.0,23.0,0.0,plus,30,14.0,2
TRAIN_04993,34.0,M,20.0,20.0,5.0,vip,30,10.0,1
TRAIN_04994,28.0,F,44.0,30.0,0.0,member,90,1.0,0
TRAIN_04995,42.0,M,34.0,16.0,1.0,plus,360,3.0,0
TRAIN_04996,60.0,M,37.0,12.0,14.0,vip,360,24.0,1
TRAIN_04997,64.0,F,24.0,29.0,0.0,vip,360,22.0,0
TRAIN_04998,34.0,F,32.0,9.0,16.0,member,90,4.0,0
TRAIN_04999,60.0,F,38.0,16.0,28.0,vip,30,27.0,0
TRAIN_05000,45.0,F,38.0,7.0,15.0,member,360,4.0,0
TRAIN_05001,37.0,F,19.0,26.0,12.0,vip,90,25.0,2
TRAIN_05002,41.0,M,17.0,26.0,6.0,plus,30,28.0,0
TRAIN_05003,50.0,F,54.0,21.0,5.0,plus,360,11.0,0
TRAIN_05004,44.0,F,21.0,18.0,5.0,vip,90,9.0,0
TRAIN_05005,31.0,F,28.0,16.0,0.0,member,360,5.0,0
TRAIN_05006,61.0,F,26.0,15.0,15.0,plus,360,19.0,2
TRAIN_05007,48.0,M,2.0,20.0,19.0,plus,90,28.0,1
TRAIN_05008,21.0,F,58.0,24.0,28.0,member,30,1.0,2
TRAIN_05009,48.0,F,42.0,20.0,15.0,plus,90,13.0,1
TRAIN_05010,36.0,M,41.0,8.0,17.0,plus,360,22.0,0
TRAIN_05011,65.0,F,27.0,4.0,7.0,vip,360,1.0,2
TRAIN_05012,18.0,M,39.0,9.0,19.0,plus,90,9.0,0
TRAIN_05013,58.0,F,32.0,13.0,8.0,vip,30,27.0,2
TRAIN_05014,46.0,M,59.0,25.0,14.0,plus,360,27.0,1
TRAIN_05015,48.0,F,55.0,30.0,18.0,vip,360,13.0,0
TRAIN_05016,32.0,F,38.0,8.0,8.0,vip,90,5.0,2
TRAIN_05017,31.0,F,43.0,3.0,13.0,vip,90,11.0,0
TRAIN_05018,43.0,M,25.0,21.0,18.0,vip,90,21.0,1
TRAIN_05019,58.0,F,36.0,16.0,8.0,plus,90,21.0,2
TRAIN_05020,18.0,F,23.0,8.0,18.0,plus,360,9.0,0
TRAIN_05021,48.0,M,11.0,5.0,5.0,vip,360,2.0,0
TRAIN_05022,54.0,M,10.0,2.0,19.0,vip,90,23.0,2
TRAIN_05023,34.0,F,3.0,4.0,11.0,vip,360,22.0,1
TRAIN_05024,43.0,F,27.0,12.0,18.0,member,360,13.0,0
TRAIN_05025,24.0,M,13.0,12.0,14.0,plus,30,12.0,1
TRAIN_05026,25.0,M,20.0,13.0,11.0,member,360,3.0,0
TRAIN_05027,26.0,M,34.0,16.0,21.0,plus,90,25.0,0
TRAIN_05028,24.0,F,60.0,19.0,13.0,vip,30,7.0,1
TRAIN_05029,39.0,F,45.0,6.0,2.0,plus,360,5.0,0
TRAIN_05030,25.0,M,6.0,27.0,11.0,plus,360,7.0,0
TRAIN_05031,50.0,M,18.0,20.0,9.0,member,90,5.0,1
TRAIN_05032,47.0,F,36.0,27.0,18.0,plus,360,11.0,1
TRAIN_05033,19.0,M,29.0,19.0,7.0,vip,90,7.0,0
TRAIN_05034,41.0,M,51.0,3.0,4.0,vip,90,14.0,0
TRAIN_05035,47.0,F,9.0,9.0,5.0,plus,90,7.0,0
TRAIN_05036,28.0,F,2.0,6.0,15.0,member,90,17.0,2
TRAIN_05037,41.0,M,53.0,17.0,16.0,member,360,22.0,0
TRAIN_05038,25.0,M,38.0,29.0,3.0,vip,30,30.0,2
TRAIN_05039,21.0,M,38.0,20.0,6.0,plus,90,23.0,0
TRAIN_05040,35.0,F,45.0,16.0,10.0,vip,360,3.0,0
TRAIN_05041,54.0,F,54.0,14.0,20.0,member,360,13.0,0
TRAIN_05042,18.0,F,60.0,28.0,10.0,member,90,7.0,0
TRAIN_05043,20.0,M,5.0,25.0,12.0,plus,90,17.0,0
TRAIN_05044,32.0,M,52.0,17.0,6.0,vip,90,4.0,0
TRAIN_05045,29.0,F,24.0,22.0,18.0,plus,90,15.0,2
TRAIN_05046,46.0,F,31.0,21.0,2.0,plus,90,11.0,0
TRAIN_05047,44.0,F,60.0,25.0,9.0,vip,90,11.0,0
TRAIN_05048,39.0,M,31.0,17.0,15.0,plus,90,7.0,1
TRAIN_05049,45.0,M,60.0,11.0,7.0,plus,360,13.0,0
TRAIN_05050,45.0,F,32.0,18.0,14.0,member,360,12.0,1
TRAIN_05051,37.0,F,14.0,28.0,1.0,member,30,21.0,2
TRAIN_05052,45.0,M,26.0,11.0,8.0,vip,90,29.0,0
TRAIN_05053,28.0,F,56.0,18.0,25.0,plus,30,14.0,1
TRAIN_05054,49.0,M,8.0,3.0,18.0,vip,90,30.0,0
TRAIN_05055,24.0,M,30.0,22.0,7.0,plus,90,13.0,0
TRAIN_05056,38.0,M,13.0,7.0,23.0,plus,30,13.0,0
TRAIN_05057,31.0,F,41.0,2.0,3.0,member,30,5.0,2
TRAIN_05058,53.0,F,24.0,3.0,23.0,plus,30,10.0,1
TRAIN_05059,51.0,F,29.0,22.0,0.0,plus,30,12.0,1
TRAIN_05060,25.0,F,20.0,14.0,21.0,member,90,21.0,2
TRAIN_05061,57.0,F,52.0,18.0,30.0,vip,90,28.0,2
TRAIN_05062,51.0,F,41.0,29.0,27.0,member,360,9.0,1
TRAIN_05063,38.0,F,41.0,24.0,21.0,vip,360,7.0,2
TRAIN_05064,34.0,F,58.0,22.0,17.0,plus,90,8.0,0
TRAIN_05065,46.0,F,1.0,21.0,12.0,vip,30,24.0,2
TRAIN_05066,29.0,F,43.0,17.0,14.0,plus,30,5.0,0
TRAIN_05067,27.0,M,10.0,28.0,11.0,vip,30,28.0,2
TRAIN_05068,31.0,M,33.0,13.0,15.0,plus,360,28.0,0
TRAIN_05069,41.0,M,22.0,15.0,9.0,plus,90,15.0,1
TRAIN_05070,46.0,M,60.0,26.0,1.0,plus,360,14.0,0
TRAIN_05071,41.0,M,33.0,13.0,22.0,member,360,17.0,1
TRAIN_05072,47.0,M,27.0,17.0,7.0,vip,360,14.0,0
TRAIN_05073,47.0,M,57.0,8.0,12.0,plus,90,14.0,0
TRAIN_05074,50.0,F,48.0,18.0,7.0,vip,360,15.0,1
TRAIN_05075,45.0,F,32.0,29.0,12.0,vip,30,29.0,0
TRAIN_05076,30.0,M,18.0,23.0,11.0,vip,90,19.0,2
TRAIN_05077,41.0,M,8.0,27.0,24.0,member,90,21.0,0
TRAIN_05078,44.0,F,33.0,11.0,15.0,plus,30,25.0,1
TRAIN_05079,26.0,M,13.0,13.0,12.0,plus,90,7.0,1
TRAIN_05080,60.0,F,41.0,14.0,9.0,plus,360,10.0,0
TRAIN_05081,26.0,M,52.0,4.0,14.0,vip,360,4.0,2
TRAIN_05082,56.0,M,16.0,13.0,17.0,member,90,5.0,1
TRAIN_05083,48.0,M,53.0,13.0,0.0,vip,360,26.0,0
TRAIN_05084,33.0,F,52.0,9.0,21.0,plus,360,21.0,1
TRAIN_05085,41.0,F,23.0,24.0,17.0,vip,90,3.0,0
TRAIN_05086,54.0,F,36.0,15.0,6.0,vip,90,18.0,2
TRAIN_05087,44.0,M,45.0,5.0,0.0,plus,360,20.0,0
TRAIN_05088,26.0,M,18.0,24.0,21.0,member,360,20.0,0
TRAIN_05089,19.0,M,21.0,29.0,21.0,member,90,29.0,1
TRAIN_05090,52.0,M,44.0,23.0,24.0,plus,360,22.0,1
TRAIN_05091,61.0,M,47.0,28.0,5.0,member,90,7.0,2
TRAIN_05092,65.0,M,1.0,30.0,15.0,member,360,22.0,2
TRAIN_05093,39.0,M,6.0,29.0,9.0,vip,90,18.0,0
TRAIN_05094,49.0,F,11.0,12.0,3.0,member,90,9.0,0
TRAIN_05095,39.0,F,36.0,5.0,17.0,vip,90,12.0,0
TRAIN_05096,31.0,M,51.0,8.0,4.0,plus,360,28.0,0
TRAIN_05097,30.0,M,46.0,4.0,5.0,vip,360,11.0,0
TRAIN_05098,45.0,M,20.0,18.0,17.0,vip,360,8.0,0
TRAIN_05099,44.0,M,23.0,22.0,16.0,plus,360,16.0,2
TRAIN_05100,37.0,M,38.0,27.0,11.0,member,30,2.0,0
TRAIN_05101,33.0,F,21.0,21.0,16.0,member,90,1.0,0
TRAIN_05102,31.0,M,55.0,5.0,1.0,plus,90,21.0,1
TRAIN_05103,52.0,M,47.0,26.0,29.0,vip,30,11.0,0
TRAIN_05104,45.0,F,28.0,15.0,1.0,plus,30,2.0,2
TRAIN_05105,51.0,M,23.0,30.0,13.0,plus,30,28.0,2
TRAIN_05106,58.0,F,22.0,16.0,10.0,member,360,3.0,2
TRAIN_05107,39.0,M,34.0,22.0,11.0,plus,90,1.0,0
TRAIN_05108,32.0,F,43.0,10.0,24.0,plus,30,23.0,2
TRAIN_05109,42.0,M,28.0,8.0,4.0,plus,30,25.0,0
TRAIN_05110,50.0,F,19.0,21.0,0.0,plus,90,12.0,1
TRAIN_05111,18.0,M,29.0,10.0,6.0,member,360,17.0,0
TRAIN_05112,63.0,M,28.0,1.0,7.0,member,90,27.0,2
TRAIN_05113,47.0,M,13.0,13.0,2.0,plus,90,25.0,0
TRAIN_05114,47.0,M,38.0,25.0,16.0,vip,90,17.0,0
TRAIN_05115,25.0,M,53.0,18.0,5.0,plus,90,28.0,0
TRAIN_05116,51.0,M,26.0,26.0,7.0,plus,30,23.0,2
TRAIN_05117,20.0,M,32.0,8.0,15.0,plus,90,29.0,0
TRAIN_05118,19.0,M,24.0,5.0,3.0,vip,30,11.0,0
TRAIN_05119,48.0,F,26.0,4.0,14.0,plus,90,14.0,1
TRAIN_05120,42.0,F,33.0,7.0,11.0,vip,90,6.0,2
TRAIN_05121,55.0,M,60.0,2.0,20.0,vip,30,11.0,1
TRAIN_05122,41.0,M,56.0,26.0,13.0,vip,360,11.0,1
TRAIN_05123,44.0,M,32.0,20.0,15.0,plus,360,4.0,0
TRAIN_05124,22.0,M,57.0,9.0,25.0,vip,30,29.0,0
TRAIN_05125,35.0,M,36.0,19.0,18.0,plus,90,2.0,1
TRAIN_05126,24.0,M,33.0,8.0,20.0,member,90,2.0,0
TRAIN_05127,27.0,M,15.0,22.0,18.0,plus,90,13.0,2
TRAIN_05128,63.0,F,41.0,8.0,8.0,vip,90,10.0,0
TRAIN_05129,64.0,M,1.0,16.0,9.0,member,90,7.0,2
TRAIN_05130,55.0,M,9.0,30.0,1.0,plus,30,22.0,2
TRAIN_05131,34.0,F,46.0,3.0,18.0,member,30,10.0,2
TRAIN_05132,34.0,M,46.0,4.0,15.0,plus,360,23.0,1
TRAIN_05133,36.0,M,57.0,30.0,27.0,vip,30,30.0,2
TRAIN_05134,24.0,M,43.0,7.0,4.0,member,30,3.0,0
TRAIN_05135,25.0,M,12.0,30.0,12.0,plus,30,6.0,0
TRAIN_05136,47.0,F,56.0,7.0,12.0,plus,90,7.0,1
TRAIN_05137,28.0,M,53.0,8.0,0.0,member,90,30.0,0
TRAIN_05138,32.0,M,10.0,11.0,5.0,member,90,29.0,2
TRAIN_05139,38.0,M,23.0,3.0,26.0,vip,90,1.0,1
TRAIN_05140,22.0,M,24.0,13.0,7.0,plus,30,13.0,2
TRAIN_05141,31.0,M,29.0,21.0,12.0,member,360,7.0,0
TRAIN_05142,60.0,F,57.0,23.0,3.0,member,30,3.0,1
TRAIN_05143,26.0,M,25.0,25.0,24.0,vip,30,13.0,1
TRAIN_05144,61.0,M,16.0,4.0,22.0,vip,30,19.0,0
TRAIN_05145,36.0,F,36.0,26.0,2.0,vip,90,19.0,0
TRAIN_05146,39.0,F,49.0,14.0,8.0,plus,360,8.0,0
TRAIN_05147,57.0,M,31.0,26.0,18.0,member,90,2.0,2
TRAIN_05148,30.0,F,31.0,16.0,7.0,plus,30,19.0,1
TRAIN_05149,52.0,M,42.0,23.0,29.0,plus,30,22.0,2
TRAIN_05150,48.0,M,34.0,7.0,9.0,member,90,24.0,0
TRAIN_05151,36.0,F,43.0,22.0,17.0,vip,90,4.0,1
TRAIN_05152,29.0,F,34.0,11.0,8.0,vip,90,3.0,0
TRAIN_05153,23.0,M,20.0,28.0,16.0,member,90,20.0,0
TRAIN_05154,46.0,M,26.0,10.0,17.0,vip,30,23.0,2
TRAIN_05155,20.0,F,5.0,29.0,8.0,vip,360,5.0,0
TRAIN_05156,27.0,F,32.0,10.0,0.0,member,360,18.0,2
TRAIN_05157,34.0,M,21.0,24.0,1.0,vip,360,6.0,0
TRAIN_05158,45.0,M,28.0,25.0,14.0,plus,90,22.0,1
TRAIN_05159,60.0,F,17.0,14.0,9.0,plus,90,16.0,2
TRAIN_05160,41.0,M,1.0,20.0,4.0,vip,360,10.0,1
TRAIN_05161,44.0,F,6.0,14.0,29.0,vip,30,18.0,2
TRAIN_05162,38.0,M,50.0,16.0,27.0,plus,30,6.0,1
TRAIN_05163,30.0,F,30.0,2.0,5.0,member,360,3.0,0
TRAIN_05164,38.0,M,33.0,1.0,0.0,vip,360,20.0,0
TRAIN_05165,41.0,M,22.0,27.0,11.0,member,360,12.0,0
TRAIN_05166,45.0,F,51.0,4.0,2.0,vip,360,8.0,0
TRAIN_05167,23.0,M,25.0,8.0,0.0,plus,360,25.0,0
TRAIN_05168,36.0,M,40.0,10.0,5.0,plus,90,16.0,0
TRAIN_05169,48.0,F,4.0,11.0,15.0,plus,90,12.0,1
TRAIN_05170,50.0,M,9.0,19.0,12.0,plus,360,20.0,0
TRAIN_05171,43.0,F,17.0,10.0,1.0,plus,90,1.0,0
TRAIN_05172,48.0,F,25.0,20.0,13.0,vip,90,7.0,0
TRAIN_05173,35.0,M,45.0,20.0,26.0,vip,90,15.0,2
TRAIN_05174,47.0,M,56.0,8.0,9.0,plus,360,19.0,0
TRAIN_05175,64.0,M,34.0,6.0,20.0,vip,90,27.0,2
TRAIN_05176,39.0,M,22.0,18.0,2.0,member,90,9.0,0
TRAIN_05177,53.0,M,14.0,8.0,11.0,plus,30,10.0,2
TRAIN_05178,47.0,M,35.0,29.0,21.0,member,360,21.0,0
TRAIN_05179,61.0,F,28.0,12.0,12.0,vip,30,21.0,0
TRAIN_05180,25.0,M,13.0,26.0,15.0,plus,360,2.0,0
TRAIN_05181,45.0,F,48.0,20.0,11.0,plus,90,14.0,2
TRAIN_05182,57.0,M,24.0,11.0,27.0,plus,30,24.0,1
TRAIN_05183,52.0,F,27.0,20.0,1.0,member,360,23.0,1
TRAIN_05184,40.0,M,13.0,22.0,0.0,plus,90,22.0,0
TRAIN_05185,23.0,M,2.0,14.0,16.0,plus,90,4.0,0
TRAIN_05186,26.0,F,7.0,20.0,23.0,member,90,2.0,2
TRAIN_05187,60.0,M,31.0,20.0,2.0,plus,30,1.0,0
TRAIN_05188,47.0,M,5.0,12.0,8.0,plus,90,20.0,2
TRAIN_05189,50.0,M,26.0,10.0,5.0,member,360,19.0,0
TRAIN_05190,23.0,F,13.0,14.0,16.0,member,90,14.0,2
TRAIN_05191,62.0,F,10.0,25.0,6.0,plus,30,27.0,1
TRAIN_05192,18.0,M,2.0,10.0,4.0,member,90,21.0,2
TRAIN_05193,35.0,F,23.0,14.0,10.0,vip,360,9.0,0
TRAIN_05194,50.0,F,58.0,5.0,5.0,member,90,4.0,0
TRAIN_05195,37.0,M,5.0,19.0,15.0,plus,360,1.0,1
TRAIN_05196,25.0,F,3.0,17.0,7.0,member,30,2.0,1
TRAIN_05197,43.0,M,50.0,26.0,0.0,vip,90,10.0,0
TRAIN_05198,33.0,M,31.0,27.0,6.0,plus,90,5.0,0
TRAIN_05199,20.0,M,39.0,19.0,15.0,plus,360,15.0,1
TRAIN_05200,62.0,M,20.0,14.0,8.0,plus,30,1.0,2
TRAIN_05201,28.0,M,27.0,14.0,2.0,plus,360,27.0,0
TRAIN_05202,59.0,M,9.0,2.0,22.0,member,90,9.0,2
TRAIN_05203,29.0,F,59.0,4.0,12.0,vip,30,4.0,2
TRAIN_05204,34.0,F,21.0,30.0,15.0,plus,90,11.0,0
TRAIN_05205,23.0,F,11.0,5.0,8.0,vip,90,21.0,2
TRAIN_05206,52.0,F,50.0,15.0,17.0,member,30,30.0,2
TRAIN_05207,26.0,M,28.0,17.0,8.0,member,90,11.0,0
TRAIN_05208,28.0,M,60.0,2.0,1.0,plus,30,16.0,1
TRAIN_05209,30.0,M,30.0,21.0,11.0,member,90,20.0,0
TRAIN_05210,35.0,M,49.0,6.0,13.0,member,90,11.0,0
TRAIN_05211,49.0,M,8.0,3.0,20.0,plus,30,15.0,2
TRAIN_05212,36.0,M,30.0,8.0,8.0,vip,360,1.0,0
TRAIN_05213,40.0,M,60.0,24.0,26.0,vip,360,13.0,1
TRAIN_05214,59.0,F,22.0,26.0,3.0,vip,30,30.0,1
TRAIN_05215,18.0,M,57.0,7.0,0.0,plus,90,9.0,0
TRAIN_05216,52.0,F,31.0,11.0,10.0,member,30,18.0,2
TRAIN_05217,31.0,M,46.0,29.0,20.0,plus,90,23.0,0
TRAIN_05218,41.0,M,53.0,26.0,0.0,vip,90,14.0,0
TRAIN_05219,19.0,M,44.0,27.0,17.0,member,360,17.0,1
TRAIN_05220,25.0,F,40.0,14.0,4.0,member,30,20.0,1
TRAIN_05221,32.0,F,49.0,26.0,12.0,member,360,6.0,0
TRAIN_05222,65.0,M,2.0,25.0,21.0,vip,30,15.0,0
TRAIN_05223,50.0,M,30.0,28.0,2.0,vip,90,7.0,0
TRAIN_05224,41.0,F,41.0,4.0,12.0,plus,360,17.0,1
TRAIN_05225,33.0,M,21.0,19.0,12.0,vip,360,18.0,1
TRAIN_05226,24.0,F,2.0,6.0,11.0,plus,360,15.0,2
TRAIN_05227,50.0,M,7.0,14.0,17.0,plus,360,16.0,1
TRAIN_05228,56.0,F,23.0,10.0,16.0,member,90,14.0,2
TRAIN_05229,27.0,M,14.0,20.0,18.0,member,30,18.0,2
TRAIN_05230,21.0,M,45.0,27.0,19.0,plus,360,3.0,0
TRAIN_05231,36.0,F,11.0,8.0,29.0,vip,360,1.0,1
TRAIN_05232,35.0,F,29.0,15.0,7.0,vip,360,6.0,0
TRAIN_05233,43.0,F,56.0,16.0,9.0,member,90,4.0,0
TRAIN_05234,42.0,M,27.0,28.0,8.0,member,90,26.0,1
TRAIN_05235,43.0,F,45.0,10.0,19.0,vip,90,11.0,1
TRAIN_05236,28.0,F,1.0,16.0,7.0,vip,30,15.0,0
TRAIN_05237,22.0,F,2.0,9.0,18.0,member,90,27.0,0
TRAIN_05238,39.0,M,31.0,15.0,4.0,plus,90,24.0,0
TRAIN_05239,48.0,M,16.0,14.0,13.0,vip,360,22.0,0
TRAIN_05240,39.0,M,46.0,10.0,18.0,plus,90,1.0,0
TRAIN_05241,48.0,M,14.0,13.0,11.0,member,30,25.0,1
TRAIN_05242,46.0,M,14.0,16.0,22.0,member,360,9.0,2
TRAIN_05243,23.0,F,10.0,1.0,6.0,member,90,10.0,1
TRAIN_05244,27.0,M,51.0,30.0,14.0,plus,360,13.0,1
TRAIN_05245,45.0,M,29.0,6.0,21.0,plus,90,12.0,1
TRAIN_05246,27.0,F,20.0,10.0,22.0,plus,360,11.0,0
TRAIN_05247,37.0,M,6.0,16.0,2.0,member,30,25.0,2
TRAIN_05248,47.0,F,1.0,16.0,4.0,plus,360,17.0,1
TRAIN_05249,57.0,M,18.0,22.0,2.0,member,30,9.0,2
TRAIN_05250,24.0,M,24.0,20.0,16.0,member,90,17.0,0
TRAIN_05251,26.0,M,30.0,13.0,7.0,plus,360,27.0,0
TRAIN_05252,59.0,F,53.0,4.0,20.0,vip,90,9.0,2
TRAIN_05253,60.0,F,51.0,6.0,16.0,plus,360,1.0,0
TRAIN_05254,23.0,M,54.0,20.0,16.0,member,360,15.0,0
TRAIN_05255,19.0,M,41.0,8.0,21.0,member,360,14.0,2
TRAIN_05256,20.0,F,9.0,28.0,20.0,vip,90,20.0,0
TRAIN_05257,55.0,M,33.0,27.0,5.0,member,30,5.0,2
TRAIN_05258,54.0,M,42.0,2.0,24.0,vip,360,24.0,0
TRAIN_05259,47.0,M,16.0,22.0,22.0,member,360,22.0,1
TRAIN_05260,31.0,M,6.0,22.0,6.0,vip,90,26.0,2
TRAIN_05261,19.0,F,19.0,30.0,0.0,member,360,16.0,0
TRAIN_05262,47.0,F,50.0,4.0,25.0,member,90,4.0,2
TRAIN_05263,28.0,F,33.0,27.0,19.0,vip,30,7.0,0
TRAIN_05264,38.0,F,50.0,30.0,10.0,member,360,7.0,0
TRAIN_05265,32.0,M,8.0,28.0,8.0,vip,90,20.0,0
TRAIN_05266,20.0,M,45.0,14.0,12.0,member,360,14.0,0
TRAIN_05267,47.0,M,55.0,4.0,13.0,vip,90,16.0,1
TRAIN_05268,52.0,M,26.0,25.0,19.0,vip,30,26.0,2
TRAIN_05269,22.0,M,50.0,30.0,1.0,vip,90,1.0,0
TRAIN_05270,52.0,M,35.0,2.0,24.0,plus,360,26.0,1
TRAIN_05271,20.0,F,1.0,9.0,27.0,member,30,24.0,2
TRAIN_05272,34.0,F,27.0,13.0,18.0,member,90,6.0,1
TRAIN_05273,65.0,M,41.0,27.0,13.0,plus,360,21.0,2
TRAIN_05274,35.0,F,58.0,7.0,12.0,plus,30,13.0,2
TRAIN_05275,26.0,F,25.0,19.0,0.0,plus,90,11.0,0
TRAIN_05276,31.0,F,39.0,18.0,0.0,vip,360,5.0,1
TRAIN_05277,33.0,F,20.0,22.0,30.0,plus,30,3.0,2
TRAIN_05278,34.0,F,1.0,4.0,2.0,member,360,1.0,2
TRAIN_05279,41.0,F,29.0,28.0,18.0,member,360,2.0,0
TRAIN_05280,63.0,F,48.0,17.0,19.0,vip,30,14.0,2
TRAIN_05281,31.0,F,2.0,5.0,24.0,member,360,9.0,2
TRAIN_05282,18.0,F,24.0,14.0,0.0,member,360,18.0,1
TRAIN_05283,34.0,M,44.0,1.0,0.0,plus,360,23.0,1
TRAIN_05284,28.0,F,39.0,28.0,8.0,vip,90,8.0,2
TRAIN_05285,48.0,M,41.0,20.0,28.0,member,30,14.0,2
TRAIN_05286,46.0,F,53.0,12.0,27.0,vip,30,14.0,2
TRAIN_05287,20.0,F,36.0,4.0,3.0,vip,30,27.0,2
TRAIN_05288,64.0,M,8.0,19.0,20.0,plus,360,29.0,2
TRAIN_05289,32.0,F,30.0,2.0,16.0,member,360,4.0,2
TRAIN_05290,31.0,M,28.0,8.0,13.0,vip,90,17.0,1
